city,description,latitude,longitude,name,score,url
Saint-Malo,"Situé dans le quartier historique des armateurs, à l'intérieur des remparts de Saint-Malo, l'Hotel Elizabeth propose une atmosphère d'antan avec le confort moderne d'aujourd'hui. ",48.64764754676929,-2.0243194699287415,Hotel Elizabeth - Intra Muros,"Avec une note de 8,3",https://www.booking.com/hotel/fr/elizabeth.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from=searchresults
Saint-Malo,"Doté d'un snack-bar et d'une connexion Wi-Fi gratuite, l'établissement ibis Styles Saint Malo Port est situé à Saint-Malo, à moins de 10 minutes à pied des plages de sable, à 1 km de la gare ainsi...",48.63962613573007,-2.012365314358476,ibis Styles Saint Malo Port,"Avec une note de 8,3",https://www.booking.com/hotel/fr/ibis-styles-saint-malo-port.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from_sustainable_property_sr=1&from=searchresults
Saint-Malo,"Situé à Saint-Malo, l’hébergement Sweet Home Paramé Saint Malo Petite vue mer offre une vue sur la ville. Il propose un jardin, une terrasse, un casino et une connexion Wi-Fi gratuite. ",48.6627286,-1.9894749,Sweet Home Paramé Saint Malo Petite vue mer,"Avec une note de 9,2",https://www.booking.com/hotel/fr/sweet-home-a-parame-saint-malo.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from=searchresults
Saint-Malo,"L'Escale Oceania Saint Malo se trouve sur le front de mer, en face de la plage du Sillon, à 14 minutes de marche de la gare de Saint-Malo. ",48.65428009162275,-2.0088377594947815,Escale Oceania Saint Malo,"Avec une note de 8,2",https://www.booking.com/hotel/fr/mascottesaintmalo.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from=searchresults
Saint-Malo,"L’établissement Résidence Hostin'Malo - Au cœur de Saint Malo se situe à Saint-Malo, à proximité de ces lieux d’intérêt : Grande plage du Sillon, Palais du Grand Large et Casino. ",48.6486027,-2.0076904,Résidence Hostin'Malo - Au cœur de Saint Malo,"Avec une note de 8,9",https://www.booking.com/hotel/fr/residence-malo-inn-saint-malo.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from=searchresults
Saint-Malo,"L'Hôtel Cartier Intra-muros est installé à l’intérieur des remparts de Saint-Malo, en plein cœur de la ville et à proximité de lieux animés. ",48.65001324862027,-2.024831771850586,Hôtel Cartier,"Avec une note de 8,5",https://www.booking.com/hotel/fr/cartier.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from=searchresults
Saint-Malo,"L'Hotel Kyriad Saint Malo Centre Plage est situé à Saint-Malo, en face de la plage du Sillon. Certaines chambres et quelques appartements offrent une vue directe sur la mer. ",48.65538572625009,-2.00562447309494,Hotel Kyriad Saint Malo Centre Plage,"Avec une note de 8,3",https://www.booking.com/hotel/fr/bleumarinesaintmalo.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from_sustainable_property_sr=1&from=searchresults
Saint-Malo,Hébergement géré par un particulier,48.663549246348,-1.989903400629,La Caravelle au plus près de la mer,"Avec une note de 9,8",https://www.booking.com/hotel/fr/la-caravelle-face-a-la-mer.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from=searchresults
Saint-Malo,"L’établissement Sézam-Appart-Hôtel se situe à Saint-Malo, à proximité de ces lieux d’intérêt : Grande plage du Sillon, Palais du Grand Large et Casino. Il propose une connexion Wi-Fi gratuite. ",48.6478820606144,-2.0085694404754584,Sézam-Appart-Hôtel,"Avec une note de 8,7",https://www.booking.com/hotel/fr/de-l-europe-appartements.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from=searchresults
Saint-Malo,"Le Golden Tulip Saint Malo– Le Grand Bé est situé au sein des remparts de Saint-Malo, à 5 minutes à pied du port. ",48.6495690720354,-2.02686496197134,Golden Tulip Saint Malo– Le Grand Bé,"Avec une note de 8,6",https://www.booking.com/hotel/fr/golden-tulip-saint-malo.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from_sustainable_property_sr=1&from=searchresults
Saint-Malo,"Situé dans le centre historique de Saint-Malo, l’établissement La Maison des Armateurs vous accueille à 5 minutes à pied de la cathédrale et à 120 mètres du port de plaisance. ",48.649205201142465,-2.024633288383484,La Maison des Armateurs,"Avec une note de 8,8",https://www.booking.com/hotel/fr/la-maison-des-armateurs.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from=searchresults
Saint-Malo,"L’Hôtel Bristol Union Intra Muros est situé au cœur de Saint-Malo, dans l’enceinte des remparts de la vieille ville, à 180 mètres du port de plaisance. ",48.64961099853388,-2.024303376674652,Hôtel Bristol Union Intra Muros,"Avec une note de 9,1",https://www.booking.com/hotel/fr/bristol-union.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from=searchresults
Saint-Malo,Le Kyriad Prestige Saint-Malo se trouve à 4 km du centre historique Intra-muros et des plages. Un parking sécurisé est disponible gratuitement. ,48.63609920237719,-1.9892066717147827,Kyriad Prestige Saint-Malo,"Avec une note de 8,8",https://www.booking.com/hotel/fr/kyriad-prestige-saint-malo-xml.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from=searchresults
Saint-Malo,"Situé au cœur de la ville historique de Saint-Malo, l’Hôtel France et Chateaubriand offre une vue imprenable sur la mer et le sillon, à 210 mètres du port de plaisance de Saint-Malo. ",48.65119339995932,-2.0237964391708374,Hôtel France et Chateaubriand,"Avec une note de 7,9",https://www.booking.com/hotel/fr/de-france-et-chateaubriand.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from=searchresults
Saint-Malo,"Donnant sur la mer, l'Oceania Saint Malo se situe sur la Chaussée du Sillon, en face de la plage du même nom et à 450 mètres du port de plaisance de Saint-Malo. ",48.65175688590083,-2.0184320211410522,Oceania Saint Malo,"Avec une note de 8,8",https://www.booking.com/hotel/fr/oceaniasaintmalo.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from=searchresults
Saint-Malo,"Situé dans la vieille ville fortifiée de Saint-Malo, à moins de 300 mètres du port de plaisance, l'Hôtel Anne de Bretagne se trouve à proximité du terminal ferry et du parc des expositions. ",48.6506405397079,-2.024753987789154,Hôtel Anne de Bretagne,"Avec une note de 8,8",https://www.booking.com/hotel/fr/anne-de-bretagne.fr.html?aid=356980&label=gog235jc-10CAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YA2hNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4ybTHBsACAdICJDRkZDE5MzJmLTRkNzAtNDVlOS1iNDY5LTE0OTBkOWFiNDJhMdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=2eef71dc5ecb0599&srepoch=1760371897&from=searchresults
Mont-Saint-Michel,"Offrant une vue sur le jardin, l’établissement Vent des Grèves comprend une connexion Wi-Fi gratuite et un parking privé gratuit. ",48.615403,-1.49144,Vent des Grèves,"Avec une note de 9,3",https://www.booking.com/hotel/fr/vent-des-greves-pontorson.fr.html?aid=356980&label=gog235jc-10CAQoggJCGHNlYXJjaF9tb250LXNhaW50LW1pY2hlbEgNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCs8m0xwbAAgHSAiQ3ZTU1ZGNmYy03ZTY2LTQyZWUtYmVkMC1iOWRmMWU2ZThkY2XYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=5ac171d979390373&srepoch=1760371892&from=searchresults
Mont-Saint-Michel,Hébergement géré par un particulier,48.5973128,-1.51131120000002,Gîte de la Grève,"Avec une note de 8,9",https://www.booking.com/hotel/fr/gite-de-la-greve.fr.html?aid=356980&label=gog235jc-10CAQoggJCGHNlYXJjaF9tb250LXNhaW50LW1pY2hlbEgNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCs8m0xwbAAgHSAiQ3ZTU1ZGNmYy03ZTY2LTQyZWUtYmVkMC1iOWRmMWU2ZThkY2XYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=5ac171d979390373&srepoch=1760371892&from=searchresults
Mont-Saint-Michel,Hébergement géré par un particulier,48.596169,-1.500704,Le Cottage,"Avec une note de 9,4",https://www.booking.com/hotel/fr/le-cottage-beauvoir.fr.html?aid=356980&label=gog235jc-10CAQoggJCGHNlYXJjaF9tb250LXNhaW50LW1pY2hlbEgNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCs8m0xwbAAgHSAiQ3ZTU1ZGNmYy03ZTY2LTQyZWUtYmVkMC1iOWRmMWU2ZThkY2XYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=5ac171d979390373&srepoch=1760371892&from=searchresults
Mont-Saint-Michel,"Situé à Courtils, l’établissement Le Marquis De La Guintre propose une connexion Wi-Fi gratuite, une terrasse, un restaurant et un bar. Un petit-déjeuner continental est servi sur place. ",48.6248647057706,-1.44534185528755,Le Marquis De La Guintre,"Avec une note de 8,7",https://www.booking.com/hotel/fr/le-marquis-de-la-guintre.fr.html?aid=356980&label=gog235jc-10CAQoggJCGHNlYXJjaF9tb250LXNhaW50LW1pY2hlbEgNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCs8m0xwbAAgHSAiQ3ZTU1ZGNmYy03ZTY2LTQyZWUtYmVkMC1iOWRmMWU2ZThkY2XYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=5ac171d979390373&srepoch=1760371892&from=searchresults
Mont-Saint-Michel,"L’hébergement Maison au pied du Mont Saint Michel vous accueille à Pontorson, à respectivement 8,7 km et 21 km de ces lieux d’intérêt : Mont Saint-Michel et Scriptorial d'Avranches. ",48.612673580235,-1.485530645404,Maison au pied du Mont Saint Michel,"Avec une note de 9,4",https://www.booking.com/hotel/fr/maison-au-pied-du-mont-saint-michel.fr.html?aid=356980&label=gog235jc-10CAQoggJCGHNlYXJjaF9tb250LXNhaW50LW1pY2hlbEgNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCs8m0xwbAAgHSAiQ3ZTU1ZGNmYy03ZTY2LTQyZWUtYmVkMC1iOWRmMWU2ZThkY2XYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=5ac171d979390373&srepoch=1760371892&from=searchresults
Mont-Saint-Michel,"Implantée à Ardevon, la maison d'hôtes La Jacotière occupe une ancienne ferme rénovée pourvue d'un jardin et d'une terrasse meublée donnant sur le Mont-Saint-Michel, situé à seulement 3 km. ",48.61411436123917,-1.5043142437934875,La Jacotière,"Avec une note de 9,3",https://www.booking.com/hotel/fr/la-jacotia-re.fr.html?aid=356980&label=gog235jc-10CAQoggJCGHNlYXJjaF9tb250LXNhaW50LW1pY2hlbEgNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCs8m0xwbAAgHSAiQ3ZTU1ZGNmYy03ZTY2LTQyZWUtYmVkMC1iOWRmMWU2ZThkY2XYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=5ac171d979390373&srepoch=1760371892&from=searchresults
Mont-Saint-Michel,"Situé à Pontorson, l’hébergement Gîte au pied du Mont Saint Michel offre une vue sur le jardin. Il possède une terrasse et une connexion Wi-Fi gratuite. ",48.6119822,-1.4846114,Gîte au pied du Mont Saint Michel,"Avec une note de 9,7",https://www.booking.com/hotel/fr/gite-proche-du-mont-saint-michel-pontorson.fr.html?aid=356980&label=gog235jc-10CAQoggJCGHNlYXJjaF9tb250LXNhaW50LW1pY2hlbEgNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCs8m0xwbAAgHSAiQ3ZTU1ZGNmYy03ZTY2LTQyZWUtYmVkMC1iOWRmMWU2ZThkY2XYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=5ac171d979390373&srepoch=1760371892&from=searchresults
